Brand,Country,Industry,Current_Score,Volatility,Trend_Slope,Inflation_Performance,Cluster_Name
Innocent,NL,Beverage,57.10848752258851,9.659594908944824,-5.87497934824284,,📉 The Sliders
Bring,NO,Parcels & Logistics,57.07577357468434,8.301408373794912,-1.3960976254498632,,👑 The Royals
ACO,SE,Beauty,56.976070509138346,8.754297346006199,-7.691927319537203,,📉 The Sliders
Valsemøllen,DK,Food,56.97068924786242,20.606236493420308,6.535426728404848,,☁️ The Strugglers
Salling,DK,Clothes & Fashion - Stores,56.89398599036256,15.978483139430258,4.345265565483304,20.489616317783245,☁️ The Strugglers
Prior,NO,Food,56.823565252823116,11.417439981299687,1.3594940589387075,19.395853640122304,☁️ The Strugglers
Verkkokauppa.com,FI,E-commerce,56.798508862044415,9.7804418716829,2.3165016771520026,,👑 The Royals
Tryg,DK,Insurance & Pension,56.790221562609645,10.528195843639242,2.3642696432486034,12.819820433558089,👑 The Royals
Dove,FI,Beauty,56.787780507201646,6.540342738993807,-5.269829289324399,,🚀 The Climbers
Gjensidige,NO,Insurance & Pension,56.687000732135886,7.904389138124057,0.3487915954578105,6.038412544308862,👑 The Royals
Norrmejerier,SE,Food,56.511617583298346,5.219489420527376,-0.3841456525598779,-7.376166465215441,🚀 The Climbers
Meny,NO,Grocery Stores,56.34035156779555,11.976050252613891,0.7154298165567171,5.762120104567259,☁️ The Strugglers
Ben & Jerry's,NL,Food,56.33685380359156,7.069499728681059,-4.728078037823382,,🚀 The Climbers
R-kioski,FI,Grocery Stores,56.29225071769147,6.065250434185214,1.1284901699869785,-8.403214396650803,👑 The Royals
Becel Pro Activ,NL,Food,56.17003425957824,10.184555113875616,-1.749304242091189,,☁️ The Strugglers
IKEA,DK,Furniture & Decoration - Stores,56.146770546963396,12.482214898356727,0.6870654227082281,-14.017197382921793,☁️ The Strugglers
føtex,DK,Grocery Stores,56.08488417019101,10.118071479334342,1.3764107016155287,5.726469344702334,👑 The Royals
Swish,SE,Digital Services,56.081540521440196,6.990682511337745,0.17675243546119745,,👑 The Royals
MAX,SE,"Restaurants, Cafes & Take-away",55.867182983011276,8.117640060704014,0.5103893772183249,-4.404234164606699,👑 The Royals
Folksam,SE,Insurance,55.82700770123581,7.13339787669863,1.5112246165110068,8.514790269989561,👑 The Royals
Chaudfontaine,NL,Beverage,55.758681685791935,10.797362620165567,-5.289409505187767,,📉 The Sliders
Bosch,FI,Home Appliances & Electronics - Brands,55.578961663503556,6.95417314535001,0.19900307492943556,,👑 The Royals
Nordea,FI,Banks,55.57404179304471,10.481958032405766,1.2932252050633577,-8.682786048316693,👑 The Royals
GoGreen,SE,Food,55.5466181084006,8.505199247245383,-1.1724847899823667,,👑 The Royals
Philips,NL,Furniture & Decoration,55.32531843423989,8.899353785243578,-2.078900931171976,,👑 The Royals
Haglöfs,SE,Clothes & Fashion - Brands,54.955664146795904,7.933816850020276,0.3403294510294754,,👑 The Royals
Kolmården,SE,Travel & Tourism,54.943781098539226,7.041392942677739,-4.641411241315666,,🚀 The Climbers
Kronans Apotek,SE,Pharmacies,54.91329322367472,7.867602179220562,0.49270119317190286,2.325496180510058,👑 The Royals
Halonen,FI,Clothes & Fashion - Stores,54.88524679114758,6.718899207634994,2.438048243350939,,👑 The Royals
Arriva,NL,Mobility,54.878311222484655,8.93266710033275,1.2034344771542027,,👑 The Royals
Länsförsäkringar,SE,Insurance,54.77562737195687,7.542842276174599,1.6237310314499065,9.517607452497892,👑 The Royals
a.s.r.,NL,Health Insurance,54.505593523561956,7.886714911089293,-4.464612459369109,,🚀 The Climbers
Clarion Hotel,NO,Hotels,54.469571524936214,11.163517184297651,0.01767753867806502,-7.941778076043484,☁️ The Strugglers
Rituals,FI,Beauty,54.44331558396601,3.798384700341029,-1.3973356907431231,,🚀 The Climbers
Essent,NL,Energy,54.3236008606896,10.080518252565419,-0.21056929984871928,,☁️ The Strugglers
Coolblue,NL,E-commerce,54.10331297591861,12.47134622601,2.4860847275169307,,☁️ The Strugglers
Pensionsmyndigheten,SE,Governmental Institutions,54.06465161012657,6.7718969463881225,2.046129126338094,,👑 The Royals
Clarion Hotel,FI,Hotels,53.70450142471837,,,,Unclassified
Liseberg,SE,Travel & Tourism,53.589762810801886,4.507634364998255,-1.931111972412692,,🚀 The Climbers
Kungsörnen,SE,Food,53.21078068344853,4.984447590417505,-0.15602352599999034,,🚀 The Climbers
Quality Hotel,NO,Hotels,53.1744235253671,10.484961272985938,-0.25148348974035784,-8.265825793520705,☁️ The Strugglers
Santa Maria,FI,Food,53.1238445260224,9.586946222896845,2.2758454991667665,,👑 The Royals
Becel,NL,Food,53.079176001567205,10.668213390940263,-1.897609103483227,,☁️ The Strugglers
KPA Pension,SE,Pension,53.04851768116007,6.405921010610507,0.013881241861781034,-4.224654163627534,🚀 The Climbers
Kvickly,DK,Grocery Stores,52.79186319300362,,,,Unclassified
Rosso,FI,"Restaurants, Cafes & Take-away",52.79063214664384,7.996711521674179,1.9345774349715388,,👑 The Royals
Arlanda express,SE,Passenger Transport,52.67253734591855,4.779920934465572,0.05355219203094634,5.668850970960662,🚀 The Climbers
Kämp Collection Hotels,FI,Hotels,52.50592081390371,,,,Unclassified
Beemster kaas,NL,Food,52.47560471621519,11.89532775957355,-1.2223443286137188,,☁️ The Strugglers
Eneco,NL,Energy,52.446566292849816,10.863942622444101,-1.9145489277973256,,☁️ The Strugglers
Vepsäläinen,FI,Furniture & Decoration - Stores,52.38229312087037,8.188879791244077,1.1466159627593489,2.473996762743255,👑 The Royals
Ålandsbanken,FI,Banks,52.222895672354795,7.741134972243499,2.670018109807432,,👑 The Royals
FDB Møbler,DK,Furniture & Decoration - Stores,52.12827455217416,7.67853582209981,-2.289130549736163,,🚀 The Climbers
Fennia,FI,Insurance & Pension,52.0068284848901,6.414434206443511,0.7250393880716075,,🚀 The Climbers
Volvo,NL,Automotive,51.93833989212403,7.856518194851452,0.7767577072612761,,🚀 The Climbers
Bilka,DK,Grocery Stores,51.70681327404023,10.164329008625407,1.886142049975198,7.100470457190358,☁️ The Strugglers
Veikon Kone,FI,Home Appliances & Electronics - Stores,51.70577472404943,9.973017983719974,2.881005999343222,,👑 The Royals
Kneipp,NL,Beauty,51.475804442607874,14.1508460306939,-14.0326208534529,,📉 The Sliders
Lego,NO,Hobby & Leisure,51.40001603926072,2.305318863587747,-3.2602132024803225,,🚀 The Climbers
Zeeman,NL,Clothes & Fashion,51.37306525508721,10.887175218123026,2.29909099674158,,☁️ The Strugglers
Fjällräven,NO,Clothes & Fashion - Brands,51.25181655780023,8.20176774347666,0.4708469124381055,,🚀 The Climbers
BAMA,NO,Food,51.18841829648494,11.693693988227583,-1.678509371572127,,☁️ The Strugglers
Andel Energi,DK,Electricity & Heating,51.17909438055778,8.488307839195823,2.098125842832027,,👑 The Royals
Landal GreenParks,NL,Holiday Parks,51.08582227986284,10.762884475431399,-0.9189121109218978,,☁️ The Strugglers
OK,DK,Fuel,51.026986407231064,9.277696701526677,2.0515694355902925,6.466684874718968,👑 The Royals
Picnic,FI,"Restaurants, Cafes & Take-away",50.95314084536471,6.886964886546045,1.4273297567694105,2.993807584720699,🚀 The Climbers
Karolines Køkken,DK,Food,50.92281868887463,0.8255798325732504,-1.1675461960467999,,🚀 The Climbers
Scandic Hotels,SE,Hotels,50.87029145765979,6.395439504847056,-0.19014730629035986,-5.163681972388446,🚀 The Climbers
365discount,DK,Grocery Stores,50.86765386470587,14.95534879201605,-14.935125211051627,,📉 The Sliders
Oatly,SE,Food,50.745789710551634,5.47388888248263,0.8962556852087856,,🚀 The Climbers
Oddlygood,SE,Food,50.60937093217752,0.9465960552602359,-1.3386889794378973,,🚀 The Climbers
Synnøve,NO,Food,50.458666061168834,8.490022489629135,0.49604720821382503,-1.5365062736225923,🚀 The Climbers
Skånetrafiken,SE,Passenger Transport,50.44135263620173,4.012371947277107,0.7348945619249382,8.324281602670055,🚀 The Climbers
Svenska LantChips,SE,Food,50.437173769247266,6.790492161298263,0.7808246640843687,,🚀 The Climbers
Torino,FI,Food,50.42807271562383,9.486534164941698,2.9088303814794854,,👑 The Royals
Mercedes-Benz,FI,Automotive,50.40806705525892,7.627826353859674,0.6253287900490667,-10.380447858292953,🚀 The Climbers
Comfort Hotel,NO,Hotels,50.36872276017017,10.211627955384607,-0.2286652421878148,-6.315653830559199,☁️ The Strugglers
Ramlösa,SE,Beverage,50.32754096931031,7.904700066578952,0.6046447209996912,,🚀 The Climbers
Lærerstandens Brandforsikring,DK,Insurance & Pension,50.303965677427655,10.817783642584587,2.873135379290617,10.53168689523914,☁️ The Strugglers
Pågen,SE,Food,50.216183185803146,9.55778719967099,1.8731760609157644,10.972947684258124,☁️ The Strugglers
Decathlon,NL,Clothes & Fashion,50.203512137990415,14.538272760046631,-13.979866633151438,,📉 The Sliders
DB Schenker,FI,Parcels & Logistics,50.17329497155059,4.821045764056004,0.0765417022157763,,🚀 The Climbers
Samsung,FI,Home Appliances & Electronics - Brands,50.155201649445026,5.9602537720424245,-2.92946951098451,,🚀 The Climbers
ŠKODA,FI,Automotive,50.07750761975564,8.42518252799539,1.605705771532716,-3.9053119624050296,🚀 The Climbers
Västtrafik,SE,Passenger Transport,50.032293697929795,4.776688342933468,0.5583603976034979,6.271854803493881,🚀 The Climbers
Skatteverket,SE,Governmental Institutions,50.00495440468181,5.153461643718801,0.017247524003225375,,🚀 The Climbers
Innocent,DK,Beverage,49.96593255262953,7.3711240529300195,0.47343627613217765,,🚀 The Climbers
The Body Shop,NO,Beauty,49.943859139224,11.919635100460587,-2.2466471202616356,,☁️ The Strugglers
Sourcy,NL,Beverage,49.902836404844976,11.718649825642856,-5.1653453073641264,,📉 The Sliders
Toyota,NO,Automotive,49.86322559412288,9.673998243509201,-0.20440874714634355,-2.5007882847008247,☁️ The Strugglers
Tesla,NL,Automotive,49.787482428658656,15.842998821841329,-5.3815972861450545,,📉 The Sliders
Lofoten,NO,Food,49.720115550825604,9.383604053750581,-1.2114569783248212,,☁️ The Strugglers
GodEl,SE,Electricity & Heating,49.62596359883938,9.110206317656848,-2.3365119060942425,-22.09132950291592,☁️ The Strugglers
Siemens,FI,Home Appliances & Electronics - Brands,49.57778418022477,4.683791656697119,-0.6515986769684965,,🚀 The Climbers
PLUS,NL,Grocery Stores,49.57657465037648,10.35478693019366,0.32467498272324474,,☁️ The Strugglers
Serla,SE,Hygiene & Cleaning,49.55497031169728,6.320967820223148,-8.939198418683475,,📉 The Sliders
Clarion Collection,NO,Hotels,49.514031271201766,10.330412626789771,-0.5858802966399121,-9.79506473829128,☁️ The Strugglers
Wasa,NO,Food,49.382160166983645,9.5825119404724,-3.308077120550542,,☁️ The Strugglers
Optimel,NL,Food,49.382015241197884,12.363657060357927,1.3366509783948723,,☁️ The Strugglers
Stadium,FI,Clothes & Fashion - Stores,49.37408153766458,8.73898344438206,2.5283051119124735,,🚀 The Climbers
Meny,DK,Grocery Stores,49.33754035285652,9.95519338469391,2.1452021102596426,8.001504406583798,☁️ The Strugglers
Holiday Club,FI,Hotels,49.242865342422434,0.13240266029166206,-0.18724563787874615,,🚀 The Climbers
Volvo,NO,Automotive,49.15618433907433,9.511683639398054,1.2834806422356793,-0.3220446771170131,☁️ The Strugglers
Douwe Egberts,NL,Beverage,49.03538561765425,10.162587526317862,-0.22111749519156304,,☁️ The Strugglers
Melkunie,NL,Food,48.95397746048893,12.834923696791241,-2.6223791242847434,,☁️ The Strugglers
Hälsans Kök,SE,Food,48.920486664157146,8.61680390133714,-2.511656706155879,,🚀 The Climbers
Carlsberg,DK,Beverage,48.84650911884895,7.703616826182419,0.5696966294800015,-4.168995123519604,🚀 The Climbers
KPN,NL,Telecommunications,48.801694221518524,9.655591201319002,-2.527028225777395,,☁️ The Strugglers
Lidl,DK,Grocery Stores,48.796779859171366,12.726147380556727,2.459391992234455,14.575334673771952,☁️ The Strugglers
Obs,NO,Hobby & Leisure,48.67432098104965,12.100124737729947,0.5002954498595275,,☁️ The Strugglers
Polestar,SE,Automotive,48.641702216676954,,,,Unclassified
DOT,DK,Passenger Transport,48.62165453562062,9.960110004867564,0.3266835613408084,,☁️ The Strugglers
DBA,DK,E-commerce,48.475102874063396,2.287618030513715,-3.235180444281724,,🚀 The Climbers
Widerøe,NO,Airlines,48.2844365608262,7.923359226960493,0.8306307792876114,,🚀 The Climbers
Jumbo,NL,Grocery Stores,48.277867463138975,12.076150209850587,0.04649873483845587,,☁️ The Strugglers
Clas Ohlson,SE,Hobby & Leisure,48.266841178312255,6.6066982450680705,1.2754406095646438,,🚀 The Climbers
Apotea.se,SE,E-commerce,48.154228637113114,8.20182686287121,0.3658178916754892,,🚀 The Climbers
Norlys,DK,Electricity & Heating,48.14954493639143,6.433002175897833,1.3475671036268115,,🚀 The Climbers
NIVEA,NL,Beauty,48.132902794315136,11.232254161650184,-7.301490152925131,,📉 The Sliders
Pickwick,NL,Beverage,48.07824922778922,10.365776873688162,-0.8195551598547726,,☁️ The Strugglers
Nortura,NO,Food,48.03981070025869,8.736780854700338,-0.706561252332104,,🚀 The Climbers
Activia,NL,Food,48.01773244061581,11.45544421798078,0.6618180945971356,,☁️ The Strugglers
REMA 1000,NO,Grocery Stores,47.995404061816444,11.185129558734104,0.44138219047633287,-4.861200347384468,☁️ The Strugglers
Clarion Hotel,SE,Hotels,47.97240820376627,5.635272314017981,0.05546733389806956,0.09910736429394973,🚀 The Climbers
Movia,DK,Passenger Transport,47.94644993138875,7.585647959606112,-6.98751553852243,,📉 The Sliders
Aktia,FI,Banks,47.935366586535594,7.116424319982695,0.4744248690674631,-11.263080727070445,🚀 The Climbers
Asko,FI,Furniture & Decoration - Stores,47.770958876196204,6.869308863358702,0.5700133726953076,-12.197007162429955,🚀 The Climbers
Helly Hansen,NO,Clothes & Fashion - Brands,47.76949063749421,11.194340311829542,-4.111390616854864,,☁️ The Strugglers
Stabburet,NO,Food,47.69013422249937,8.652038556590185,-0.6109898747136893,,🚀 The Climbers
Blue Band,NL,Food,47.637763622621755,10.831437415204322,-1.0747444567377935,,☁️ The Strugglers
Apotek 1,NO,Pharmacies,47.5088401681085,13.616363353911721,0.15872462535575926,,☁️ The Strugglers
Strawberry,SE,Hotels,47.48854215002808,,,,Unclassified
Almhof,NL,Food,47.419818106801806,9.60056231388692,0.3648488554279207,,☁️ The Strugglers
Milner,NL,Food,47.337006955930796,12.458347090600686,0.4843926284756961,,☁️ The Strugglers
SNS Bank,NL,Banks,47.26433253363069,10.393929684154568,1.529122467176191,,☁️ The Strugglers
La Place,NL,"Restaurants, Cafes & Take-away",47.19151271207782,7.576426921437287,-0.38665289781077994,,🚀 The Climbers
Arvid Nordquist,SE,Beverage,47.16772814392321,6.210484819918225,0.9713584430327427,2.292316288249836,🚀 The Climbers
Extra,NO,Grocery Stores,47.140684193923946,14.353223068546685,1.6835356556885481,,☁️ The Strugglers
Lidl,SE,Grocery Stores,47.104698989958955,10.715775229157044,2.6586367974936627,21.520683505971082,☁️ The Strugglers
Spotify,SE,Digital Services,47.094131808710074,6.636092649445489,0.8813405215339396,,🚀 The Climbers
Bonduelle,NL,Food,47.09209037520844,9.620433430894538,-4.205600276681348,,☁️ The Strugglers
Lambi,SE,Hygiene & Cleaning,47.09068591837936,0.3685595235566614,0.5212218767555967,,🚀 The Climbers
Sørlandschips,NO,Food,47.00387516518114,4.305367970712826,-2.57537677459678,,🚀 The Climbers
Loka,SE,Beverage,46.916817771343666,6.4278603030277335,0.43541762944078244,1.2312504200773304,🚀 The Climbers
Lego,SE,Hobby & Leisure,46.698000215343825,3.295868762021809,4.661062303053065,,🚀 The Climbers
KIA,NL,Automotive,46.649673302934616,10.26942506074119,0.8836971322600093,,☁️ The Strugglers
Kruidvat,NL,Pharmacies,46.63412963101501,12.409926528904577,2.025006897898176,,☁️ The Strugglers
Sveaskog,SE,Forest Owners,46.60709442195592,7.036495226389842,-1.2589135789498402,,🚀 The Climbers
Plantasjen,NO,Hobby & Leisure,46.59210155596918,6.212285484466337,-8.785498385465807,,📉 The Sliders
Pepsi,FI,Beverage,46.5213067322397,8.559340532107715,2.2979845042247455,,🚀 The Climbers
Power,FI,Home Appliances & Electronics - Stores,46.22722205078666,7.808650926816574,2.0089139294056064,,🚀 The Climbers
Blomsterlandet,SE,Hobby & Leisure,46.179274369422004,11.174514608008566,-9.793773894990998,,📉 The Sliders
Aurinkomatkat,FI,Travel & Tourism,46.16565698095556,7.753947348565115,-0.5054167059079873,-18.692770240551702,🚀 The Climbers
Etos,NL,Pharmacies,46.05466695072279,12.894891449190657,1.7797664168204497,,☁️ The Strugglers
Kovanen,FI,Passenger Transport,46.01543342064591,8.85185738001167,3.2140513372579367,,🚀 The Climbers
NOR-WAY Bussekspress,NO,Passenger Transport,45.938607600587154,8.33343207307363,-1.3788775415641181,,🚀 The Climbers
GAMMA,NL,Hobby & Leisure,45.9045639885504,10.08674657476137,1.51279836123499,,☁️ The Strugglers
DHL,FI,Parcels & Logistics,45.84145433387332,7.130934128512797,0.22600605569759794,,🚀 The Climbers
Campina Botergoud,NL,Food,45.81934038433752,11.07014075383519,-1.7418811163938683,,☁️ The Strugglers
Tuborg,DK,Beverage,45.77800454308837,7.670074290361181,1.1264293566042003,1.945937760599545,🚀 The Climbers
Zaanlander,NL,Food,45.75866909758462,13.406151872121413,-8.501728032402664,,📉 The Sliders
ING,NL,Banks,45.71089360212425,9.861736218279491,0.37280716020676913,,☁️ The Strugglers
Hageland,NO,Hobby & Leisure,45.70832329237084,0.6549485326857003,0.9262370975804757,,🚀 The Climbers
Hemköp,SE,Grocery Stores,45.6964656863119,7.564527328717045,0.11937527937357577,-0.9653848760343209,🚀 The Climbers
Nike,FI,Clothes & Fashion - Brands,45.69118075953216,8.555772647288029,3.1354352123305573,,🚀 The Climbers
Møllerens,NO,Food,45.67226358313854,9.211699233218017,0.7520225180395091,3.9737602042174203,☁️ The Strugglers
JYSK,DK,Furniture & Decoration - Stores,45.643836203703664,12.013330083471788,2.697918209671426,5.859920117059932,☁️ The Strugglers
Wasa,SE,Food,45.595894278597235,8.58056380726127,0.8435381663617221,-2.7183879811493767,🚀 The Climbers
Trygg-Hansa,SE,Insurance,45.54644110573944,5.776400420071912,0.8972032929190081,4.5979874813139645,🚀 The Climbers
Volkswagen,FI,Automotive,45.522054470827754,10.419034170433171,1.1522457347845936,-24.14420846411644,☁️ The Strugglers
XXL,FI,Clothes & Fashion - Stores,45.41399895156136,8.518408095712154,2.3540043892395768,,🚀 The Climbers
Adidas,FI,Clothes & Fashion - Brands,45.40368218749908,8.965445155398394,2.3994863386862724,,🚀 The Climbers
JYSK,FI,Furniture & Decoration - Stores,45.22824395242883,9.48237492490874,1.9693704053074268,4.218173766695283,☁️ The Strugglers
Kohberg,DK,Food,45.20601943732702,8.692298283416516,2.081973680258744,,🚀 The Climbers
Knorr,FI,Food,45.09713444985939,10.634370160255846,-9.775614861939292,,📉 The Sliders
Risenta,SE,Food,45.04394893172001,5.589479421748118,-0.4523913620503727,,🚀 The Climbers
Praxis,NL,Hobby & Leisure,45.013704973097305,10.475272007048385,0.9725717461009198,,☁️ The Strugglers
Gigantti,FI,Home Appliances & Electronics - Stores,44.96720643145139,7.982142404665495,1.0635487385554931,,🚀 The Climbers
Göteborg Energi,SE,Electricity & Heating,44.8939462187,6.044588957914429,0.5859207821827614,8.939221358153105,🚀 The Climbers
The North Face,SE,Clothes & Fashion - Brands,44.860540682063665,9.012180200097504,2.0012673279968265,,🚀 The Climbers
Scandic Hotels,DK,Hotels,44.757170644405946,10.420781189324682,2.1527328186322174,7.755375834384942,☁️ The Strugglers
Clas Ohlson,FI,Hobby & Leisure,44.736794489975516,6.323617396785939,1.3258703615413843,0.386070498827884,🚀 The Climbers
VGZ,NL,Health Insurance,44.694750013905654,11.31538295990146,-0.720023079713336,,☁️ The Strugglers
Lerøy,NO,Food,44.68407482838377,10.510078652015876,0.03291097246886094,-1.359547654939881,☁️ The Strugglers
Axfood,SE,Grocery Stores,44.66363543835804,6.33604048570707,0.39821881617240845,,🚀 The Climbers
Comfort Hotel,FI,Hotels,44.64058527636009,,,,Unclassified
Danske Bank,FI,Banks,44.62040886041191,8.26328849230622,1.2567904333619502,0.8166405119809355,🚀 The Climbers
Holiday Inn,FI,Hotels,44.551144382606076,5.881501442849719,0.0943318011540498,-10.566246031225425,🚀 The Climbers
Hurtigruten,NO,Travel & Tourism,44.456964182920565,11.15550265575418,-3.3731314762542324,,☁️ The Strugglers
Vitusapotek,NO,Pharmacies,44.415582503335905,11.860805872910996,-0.38613917825455246,,☁️ The Strugglers
ALDI,NL,Grocery Stores,44.41351040505145,13.14640199378213,2.1991271381332145,,☁️ The Strugglers
Electrolux,FI,Home Appliances & Electronics - Brands,44.379712745293695,7.793603201854682,-1.4009221781228582,,🚀 The Climbers
Miele,NO,Home Appliances & Electronics - Brands,44.369898894979684,14.35067625615039,-7.108712993279685,,📉 The Sliders
Fjellsport.no,NO,E-commerce,44.298992067853845,14.058752206023907,-9.486871636691356,,📉 The Sliders
Garant,SE,Food,44.26614516852648,7.0046002528227715,0.6971701270166037,,🚀 The Climbers
Plantagen,SE,Hobby & Leisure,44.19340277713883,12.904351563125127,-12.47887158842549,,📉 The Sliders
Maaslander,NL,Food,44.17989742627455,11.413206251735671,-0.622962440175585,,☁️ The Strugglers
Center Parks,NL,Holiday Parks,44.13913245482379,11.274949561536584,-0.39758183337235603,,☁️ The Strugglers
Telenor,NO,Telecommunications,44.11023551593342,14.536195444334437,1.2170577065029449,4.673431307173566,☁️ The Strugglers
Volvo,DK,Automotive,44.07975968114643,9.583269702066227,1.62422062411012,-3.6458261011766133,☁️ The Strugglers
Tryg,NO,Insurance & Pension,43.974910270880876,9.483498063957795,0.5586791350382971,1.1006025556706192,☁️ The Strugglers
Polarn O. Pyret,SE,Clothes & Fashion - Stores,43.962231461175065,5.8277623681753665,-0.1724602055205198,-3.0105538583908498,🚀 The Climbers
HSB,SE,Real Estate,43.844345539731584,6.830801388714064,0.811910672688793,,🚀 The Climbers
AirBnB,FI,Hotels,43.821080947774924,,,,Unclassified
ENGIE,NL,Energy,43.819911298299154,10.44412919122885,0.5073338674724719,,☁️ The Strugglers
Fjordkraft,NO,Electricity & Heating,43.79323155732876,12.241372286046648,-1.267073201419134,-3.027965473138046,☁️ The Strugglers
Clarion Collection,SE,Hotels,43.769175209448505,6.791494459608497,0.4166595202863711,-1.3951709324283854,🚀 The Climbers
Hummel,DK,Clothes & Fashion - Brands,43.74400831157344,8.39495318303431,-0.14623095622786375,,🚀 The Climbers
PFA Pension,DK,Insurance & Pension,43.68051853481275,10.807904753979084,2.5868945065891693,,☁️ The Strugglers
Sanex,NL,Beauty,43.51577622128737,12.330300366078774,-9.099939017858995,,📉 The Sliders
Karwei,NL,Hobby & Leisure,43.48841740159058,10.380923046626215,0.7477387645597839,,☁️ The Strugglers
AMF,SE,Pension,43.40304887709861,6.481830625389901,0.26488687430915514,-3.459178419997748,🚀 The Climbers
Obs BYGG,NO,Hobby & Leisure,43.38177302053663,10.602396833733414,0.780739972778388,,☁️ The Strugglers
Energi Fyn,DK,Electricity & Heating,43.37816016555531,10.165891846460012,1.332047745389788,5.900116193654455,☁️ The Strugglers
Coop Mega,NO,Grocery Stores,43.3780167255455,11.624039688300632,-0.6392782008849499,,☁️ The Strugglers
Coop Prix,NO,Grocery Stores,43.37760496365414,11.82607166265137,-0.5849817348705957,,☁️ The Strugglers
Omena Hotels,FI,Hotels,43.357453155519075,5.822021607944264,0.47629054265148596,,🚀 The Climbers
Fortum,SE,Electricity & Heating,43.35065123208907,4.241414394490814,0.7287032467241226,7.900042434903199,🚀 The Climbers
Toyota,NL,Automotive,43.23090697360469,11.104430375110107,-0.5130658035532141,,☁️ The Strugglers
Coop Marked / Matkroken,NO,Grocery Stores,43.157043399318404,11.86216259039094,-0.04498471087350898,,☁️ The Strugglers
Coffee House,FI,"Restaurants, Cafes & Take-away",43.154562007017724,7.086116918264501,1.126476670757441,,🚀 The Climbers
ABN AMRO,NL,Banks,43.15136537599316,7.337216203062808,-0.22910946325573203,,🚀 The Climbers
Subway,FI,"Restaurants, Cafes & Take-away",43.10628878432484,7.018547864232353,0.7121019943555409,,🚀 The Climbers
Aviko,NL,Food,43.05543123972244,11.675201952703583,-2.8987239131021183,,☁️ The Strugglers
Fjordland,NO,Food,43.03843463043624,10.396808884485367,-0.6124460168543506,,☁️ The Strugglers
Schulstad,DK,Food,43.017364375872084,8.983613209081904,1.530092911847416,,🚀 The Climbers
Normal,DK,Beauty,42.915751953122424,12.253092625859018,-0.7548593390691167,,☁️ The Strugglers
Budget Energie,NL,Energy,42.90262014399978,5.374455540590894,-7.600627915874867,,🚀 The Climbers
Agria Djurförsäkring,SE,Insurance,42.88836412863922,9.176136590156878,-6.244298900983367,,📉 The Sliders
Freia,NO,Food,42.8845186422226,11.132998662505884,0.039986148689748785,,☁️ The Strugglers
Van der Valk,NL,Hotels,42.855573682351825,10.86873364784449,0.2305749423747547,,☁️ The Strugglers
energiedirect.nl,NL,Energy,42.85350223103092,8.36364617911765,-1.2494056311345023,,🚀 The Climbers
CZ,NL,Health Insurance,42.84655907246243,12.40298360366883,-0.43611180509415576,,☁️ The Strugglers
CoolBest,NL,Beverage,42.80085612381751,10.058206807031018,0.02387769390310505,,☁️ The Strugglers
NRGi,DK,Electricity & Heating,42.7803214239545,9.279614454838955,-0.09929076733179829,,☁️ The Strugglers
Essity,SE,Consumer Goods Corporations,42.69041237218998,5.550370283016369,-4.24232964551558,,🚀 The Climbers
Coca-Cola,FI,Beverage,42.61688780432072,7.383586236117902,1.5946101459958546,,🚀 The Climbers
Nespresso,NL,Beverage,42.494584378293446,8.938525070750153,0.3208761292192293,,🚀 The Climbers
Volkswagen,SE,Automotive,42.487078114768735,9.88581106180277,1.6395420294533565,-1.5761452824271203,☁️ The Strugglers
Valio,SE,Food,42.40084973115268,6.695882288575227,0.5152934401531442,2.6777772086244056,🚀 The Climbers
Lurpak,DK,Food,42.355238146750615,8.529615511850153,0.6699124720875735,,🚀 The Climbers
Comfort Hotel,SE,Hotels,42.28734193261239,5.956292024677638,0.54791966783425,4.352071593183645,🚀 The Climbers
Stadium,SE,Clothes & Fashion - Stores,42.25393372299341,7.445441881774019,1.318300791975332,7.571145782647555,🚀 The Climbers
C&A,NL,Clothes & Fashion,42.241956109214115,10.720101752999868,0.6921421089466611,,☁️ The Strugglers
Espresso House,FI,"Restaurants, Cafes & Take-away",42.171438779361615,7.256724504188563,-2.9203464960866117,,🚀 The Climbers
Bilprovningen,SE,Vehicle Inspection & Service,41.96578989065659,6.5202559095395705,-0.9240143763296557,-20.626367962106784,🚀 The Climbers
Budget Sport,FI,Clothes & Fashion - Stores,41.9543211886733,6.981487014310307,1.9209304407390626,,🚀 The Climbers
Bertolli,NL,Food,41.88186748764616,12.92696761106909,0.7283832604872329,,☁️ The Strugglers
DNB,NO,Banks,41.82713872747401,10.409030800086976,-0.7985379892031641,-4.097338232220984,☁️ The Strugglers
Quality Hotel,SE,Hotels,41.77991930169686,8.35523900224145,0.2914478037450646,1.3453550769913463,🚀 The Climbers
Paulúns,SE,Food,41.727909356201124,6.625507329471774,-2.9141175644715385,,🚀 The Climbers
Dove,NL,Beauty,41.70836712731617,14.325193341662786,-9.69381421726862,,📉 The Sliders
Storebrand,NO,Insurance & Pension,41.66032227453776,11.688545811195814,0.7403753859375296,2.4908999749941287,☁️ The Strugglers
Öresundskraft,SE,Electricity & Heating,41.52794960547193,6.169517631436902,0.2638705261709232,3.6396970249143052,🚀 The Climbers
Biltema,FI,Hobby & Leisure,41.51116496591891,7.607759491819485,1.931089494138567,,🚀 The Climbers
